POSTALCODE,ONS_ID,weight
K1B5K5,3089,1
K1B5K6,3089,1
K1B5K7,3089,1
K1B5K8,3089,1
K1B5L4,3089,1
K1B5L5,3089,1
K1B5L9,3010,1
K1B5M2,3089,1
K1B5M3,3089,1
K1B5M4,3089,1
K1B5M5,3089,1
K1B5N5,3010,1
K1B5P7,3089,1
K1B5R2,3010,1
K1C0A1,3032,1
K1C0A3,3025,1
K1C0A4,3085,1
K1C0A5,3032,1
K1C0A6,3032,1
K1C0A7,3032,1
K1C0A9,3032,1
K1C0B1,3032,1
K1C0B2,3032,1
K1C0B3,3032,1
K1C0B7,3032,1
K1C0B8,3032,1
K1C0B9,3032,1
K1C0C1,3032,1
K1C0C2,3025,1
K1C0C3,3085,1
K1C0C4,3032,1
K1C1A2,3095,1
K1C1A3,3095,1
K1C1A4,3095,1
K1C1A5,3095,1
K1C1A7,3032,1
K1C1A8,3032,1
K1C1A9,3032,1
K1C1B1,3032,1
K1C1B2,3032,1
K1C1B3,3032,1
K1C1B4,3032,1
K1C1B5,3032,1
K1C1B6,3032,1
K1C1B7,3032,1
K1C1B8,3032,1
K1C1B9,3032,1
K1C1C1,3032,1
K1C1C2,3032,1
K1C1C3,3032,1
K1C1C4,3032,1
K1C1C5,3032,1
K1C1C6,3032,1
K1C1C7,3032,1
K1C1C8,3032,1
K1C1C9,3032,1
K1C1E1,3032,1
K1C1E2,3032,1
K1C1E3,3025,1
K1C1E4,3025,1
K1C1E5,3032,1
K1C1E6,3025,1
K1C1E7,3032,1
K1C1E8,3025,1
K1C1E9,3032,1
K1C1G1,3085,1
K1C1G3,3085,1
K1C1G5,3095,0.8660687818165235
K1C1G5,3085,0.13393121818347647
K1C1G6,3095,1
K1C1G7,3095,1
K1C1G8,3095,1
K1C1H1,3025,1
K1C1H2,3025,1
K1C1H3,3025,1
K1C1H4,3025,1
K1C1H5,3025,1
K1C1H6,3085,1
K1C1H7,3085,1
K1C1H8,3085,1
K1C1H9,3085,1
K1C1J1,3085,1
K1C1J2,3085,1
K1C1J3,3085,1
K1C1J5,3085,1
K1C1J6,3085,1
K1C1J7,3085,1
K1C1J8,3085,1
K1C1J9,3085,1
K1C1K1,3085,1
K1C1K2,3094,1
K1C1K3,3094,1
K1C1K8,3095,1
K1C1K9,3095,1
K1C1L1,3095,1
K1C1L2,3095,1
K1C1L3,3032,0.6099068258081001
K1C1L3,3095,0.3900931741919
K1C1L4,3095,1
K1C1L5,3095,1
K1C1L6,3095,1
K1C1L7,3095,1
K1C1L8,3095,0.005877416680787228
K1C1L8,3085,0.9941225833192128
K1C1L9,3085,1
K1C1M1,3085,1
K1C1M2,3085,1
K1C1M3,3085,1
K1C1M4,3085,1
K1C1M5,3085,1
K1C1M6,3085,1
K1C1M7,3085,1
K1C1M8,3085,1
K1C1M9,3085,1
K1C1N1,3085,1
K1C1N2,3085,1
K1C1N3,3085,1
K1C1N4,3085,1
K1C1N5,3032,1
K1C1N6,3032,1
K1C1N7,3032,1
K1C1N8,3032,1
K1C1N9,3085,1
K1C1P1,3032,1
K1C1P2,3032,1
K1C1P3,3032,1
K1C1P4,3032,1
K1C1P5,3032,1
K1C1P6,3032,1
K1C1P7,3025,1
K1C1P8,3025,1
K1C1P9,3025,1
K1C1R1,3025,1
K1C1R2,3025,1
K1C1R3,3025,0.04521374870726146
K1C1R3,3085,0.9547862512927385
K1C1R4,3025,0.9275972041519566
K1C1R4,3085,0.07240279584804346
K1C1R5,3025,0.001497980047616755
K1C1R5,3085,0.9985020199523832
K1C1R6,3032,1
K1C1R7,3032,1
K1C1R8,3025,1
K1C1S1,3025,1
K1C1S2,3025,1
K1C1S3,3032,1
K1C1S4,3032,1
K1C1S5,3032,1
K1C1S6,3032,1
K1C1T1,3025,0.662329629564071
K1C1T1,3026,0.18285610505594435
K1C1T1,3085,0.15481426537998463
K1C1T3,3032,1
K1C1T4,3032,1
K1C1T5,3032,1
K1C1T6,3032,1
K1C1T7,3032,1
K1C1T8,3032,1
K1C1T9,3032,1
K1C1V1,3032,1
K1C1V2,3032,1
K1C1V3,3032,1
K1C1V4,3032,1
K1C1V5,3094,1
K1C1V6,3032,1
K1C1V7,3032,1
K1C1V8,3032,1
K1C1V9,3032,1
K1C1W1,3032,1
K1C1W2,3032,1
K1C1W3,3032,1
K1C1W4,3032,1
K1C1W5,3032,1
K1C1W6,3032,1
K1C1W7,3032,1
K1C1W8,3032,1
K1C1W9,3032,1
K1C1X1,3032,1
K1C1X2,3032,1
K1C1X3,3032,1
K1C1X4,3032,1
K1C1X5,3032,1
K1C1X6,3032,1
K1C1X7,3032,1
K1C1X8,3032,1
K1C1X9,3032,1
K1C1Y1,3032,1
K1C1Y2,3032,1
K1C1Y3,3032,1
K1C1Y4,3032,1
K1C1Y5,3032,1
K1C1Y6,3032,1
K1C1Y7,3032,1
K1C1Y8,3032,1
K1C1Y9,3032,1
K1C1Z1,3032,1
K1C1Z2,3032,1
K1C1Z3,3032,1
K1C1Z4,3032,1
K1C1Z5,3032,1
K1C1Z6,3032,1
K1C1Z7,3032,1
K1C1Z8,3032,1
K1C1Z9,3032,1
K1C2A1,3032,1
K1C2A2,3032,1
K1C2A3,3032,1
K1C2A4,3032,1
K1C2A5,3032,1
K1C2A6,3032,1
K1C2A7,3032,1
K1C2A8,3032,1
K1C2A9,3032,1
K1C2B1,3032,1
K1C2B2,3032,1
K1C2B3,3032,1
K1C2B4,3032,1
K1C2B5,3032,1
K1C2B6,3032,1
K1C2B7,3032,1
K1C2B8,3032,1
K1C2B9,3032,1
K1C2C1,3032,1
K1C2C2,3032,1
K1C2C3,3032,1
K1C2C4,3032,1
K1C2C5,3032,1
K1C2C6,3032,1
K1C2C7,3032,1
K1C2C8,3032,1
K1C2C9,3032,1
K1C2E1,3032,1
K1C2E2,3025,1
K1C2E3,3032,1
K1C2E4,3032,1
K1C2E5,3032,1
K1C2E6,3085,1
K1C2E7,3032,1
K1C2E8,3032,1
K1C2E9,3032,1
K1C2G1,3085,1
K1C2G2,3085,1
K1C2G3,3032,1
K1C2G4,3032,1
K1C2G5,3032,1
K1C2G6,3085,1
K1C2G7,3085,1
K1C2G8,3085,1
K1C2G9,3032,1
K1C2H1,3032,1
K1C2H2,3032,1
K1C2H3,3032,1
K1C2H4,3085,1
K1C2H5,3032,1
K1C2H6,3085,1
K1C2H7,3032,1
K1C2H8,3085,1
K1C2H9,3032,1
K1C2J1,3032,1
K1C2J2,3085,1
K1C2J3,3032,1
K1C2J4,3032,1
K1C2J5,3032,1
K1C2J6,3032,1
K1C2J7,3032,1
K1C2J8,3085,1
K1C2J9,3085,1
K1C2K2,3032,1
K1C2K3,3032,1
K1C2K4,3032,1
K1C2K5,3032,1
K1C2K6,3032,1
K1C2K7,3032,1
K1C2K8,3032,1
K1C2K9,3032,1
K1C2L1,3085,1
K1C2L2,3032,1
K1C2L3,3032,1
K1C2L4,3085,1
K1C2L5,3032,1
K1C2L6,3032,1
K1C2L7,3032,1
K1C2L8,3032,1
K1C2M1,3032,1
K1C2M2,3032,1
K1C2M3,3032,1
K1C2M5,3032,1
K1C2M6,3032,1
K1C2M7,3032,1
K1C2M8,3032,1
K1C2M9,3032,1
K1C2N2,3032,1
K1C2N3,3085,1
K1C2N4,3032,1
K1C2N5,3032,1
K1C2N6,3032,1
K1C2N7,3032,1
K1C2N8,3032,1
K1C2N9,3032,1
K1C2P1,3032,1
K1C2P2,3085,1
K1C2P3,3032,1
K1C2P4,3032,1
K1C2P5,3032,1
K1C2P6,3032,1
K1C2P7,3032,1
K1C2P8,3085,1
K1C2P9,3085,1
K1C2R2,3032,1
K1C2R3,3032,1
K1C2R5,3032,1
K1C2R6,3032,1
K1C2R7,3032,1
K1C2R8,3032,1
K1C2R9,3032,1
K1C2S1,3032,1
K1C2S2,3032,1
K1C2S3,3032,1
K1C2S4,3032,1
K1C2S5,3032,1
K1C2S6,3032,1
K1C2S7,3032,1
K1C2S8,3032,1
K1C2T1,3032,1
K1C2T2,3032,1
K1C2T3,3032,1
K1C2T4,3032,1
K1C2T5,3032,1
K1C2T6,3032,1
K1C2T7,3032,1
K1C2T8,3032,1
K1C2T9,3032,1
K1C2V1,3032,1
K1C2V2,3032,1
K1C2V3,3032,1
K1C2V4,3032,1
K1C2V5,3032,1
K1C2V6,3032,1
K1C2V7,3032,1
K1C2V8,3032,1
K1C2V9,3032,1
K1C2W1,3032,1
K1C2W2,3032,1
K1C2W3,3032,1
K1C2W4,3032,1
K1C2W5,3032,1
K1C2W6,3085,1
K1C2W7,3032,1
K1C2W8,3032,1
K1C2W9,3032,1
K1C2X1,3032,1
K1C2X2,3032,1
K1C2X3,3032,1
K1C2X4,3032,1
K1C2X5,3032,1
K1C2X6,3032,1
K1C2X7,3085,1
K1C2X9,3032,1
K1C2Y1,3032,1
K1C2Y2,3032,1
K1C2Y3,3032,1
K1C2Y4,3032,1
K1C2Y5,3085,1
K1C2Y6,3032,1
K1C2Y7,3032,1
K1C2Y8,3032,1
K1C2Y9,3085,1
K1C2Z1,3085,1
K1C2Z2,3032,1
K1C2Z3,3085,1
K1C2Z4,3085,1
K1C2Z6,3032,1
K1C2Z7,3032,1
K1C2Z8,3032,1
K1C2Z9,3032,1
K1C3A1,3032,1
K1C3A2,3032,1
K1C3A3,3032,1
K1C3A4,3032,1
K1C3A5,3032,1
K1C3A6,3032,1
K1C3A7,3032,1
K1C3A8,3032,1
K1C3A9,3032,1
K1C3B1,3032,1
K1C3B2,3032,1
K1C3B3,3085,1
K1C3B4,3085,1
K1C3B5,3032,1
K1C3B6,3032,1
K1C3B7,3085,1
K1C3B8,3085,1
K1C3B9,3085,1
K1C3C1,3085,1
K1C3C2,3085,1
K1C3C3,3085,1
K1C3C4,3032,1
K1C3C5,3032,1
K1C3C6,3032,1
K1C3C7,3025,1
K1C3C8,3025,1
K1C3C9,3025,1
K1C3E1,3032,1
K1C3E3,3032,1
K1C3E5,3032,1
K1C3E6,3032,1
K1C3E7,3032,1
K1C3E8,3032,1
K1C3E9,3032,1
K1C3G1,3032,1
K1C3G2,3032,1
K1C3G3,3025,1
K1C3G4,3085,1
K1C3G5,3085,1
K1C3G6,3025,1
K1C3G7,3025,1
K1C3G8,3025,1
K1C3G9,3025,1
K1C3H1,3025,1
K1C3H2,3025,1
K1C3H3,3025,1
K1C3H4,3025,1
K1C3H5,3025,1
K1C3H6,3025,1
K1C3H7,3025,1
K1C3H8,3025,1
K1C3H9,3025,1
K1C3J1,3025,1
K1C3J2,3025,1
K1C3J3,3025,1
K1C3J4,3025,1
K1C3J5,3025,1
K1C3J6,3025,1
K1C3J7,3025,1
K1C3J8,3025,1
K1C3J9,3025,1
K1C3K1,3025,1
K1C3K2,3025,1
K1C3K3,3032,1
K1C3K4,3025,1
K1C3L1,3025,1
K1C3R4,3032,1
K1C3R5,3032,1
K1C3R6,3032,1
K1C3W6,3085,1
K1C3W7,3085,1
K1C4M7,3085,1
K1C4N3,3085,1
K1C4N4,3032,1
K1C4N5,3032,1
K1C4N6,3032,1
K1C4N7,3032,1
K1C4N8,3032,1
K1C4N9,3032,1
K1C4P1,3032,1
K1C4P2,3032,1
K1C4P3,3032,1
K1C4P6,3032,1
K1C4P7,3032,1
K1C4P8,3032,1
K1C4R1,3025,1
K1C4R2,3032,1
K1C4R3,3032,1
K1C4R4,3032,1
K1C4R5,3032,1
K1C4R6,3032,1
K1C4R8,3032,1
K1C4R9,3032,1
K1C4S2,3032,1
K1C4S4,3032,1
K1C4S6,3032,1
K1C4S8,3032,1
K1C4S9,3032,1
K1C4T2,3085,1
K1C4T3,3085,1
K1C4T5,3085,1
K1C4T6,3085,1
K1C4T8,3085,1
K1C4T9,3085,1
K1C4V1,3085,1
K1C4V2,3085,1
K1C4V3,3085,1
K1C4V4,3085,1
K1C4V5,3085,1
K1C4V6,3085,1
K1C4V7,3085,1
K1C4V8,3085,1
K1C4V9,3085,1
K1C4W1,3085,1
K1C4W2,3085,1
K1C4W3,3085,1
K1C4W5,3085,1
K1C4W8,3085,1
K1C4W9,3085,1
K1C4X1,3085,1
K1C4X2,3085,1
K1C4X3,3085,1
K1C4X4,3085,1
K1C4X5,3085,1
K1C4X6,3085,1
K1C4X7,3085,1
K1C4X8,3085,1
K1C4X9,3085,1
K1C4Y1,3085,1
K1C4Y2,3085,1
K1C4Y3,3085,1
K1C4Y4,3085,1
K1C4Y5,3085,1
K1C4Y6,3085,1
K1C4Y7,3085,1
K1C4Y8,3085,1
K1C4Y9,3085,1
K1C4Z1,3085,1
K1C4Z2,3085,1
K1C4Z3,3085,1
K1C4Z4,3085,1
K1C4Z5,3085,1
K1C4Z6,3085,1
K1C4Z7,3085,1
K1C4Z9,3085,1
K1C5A1,3085,1
K1C5A2,3085,1
K1C5A3,3085,1
K1C5A4,3085,1
K1C5A5,3085,1
K1C5A6,3085,1
K1C5A7,3085,1
K1C5A8,3085,1
K1C5A9,3085,1
K1C5B1,3085,1
K1C5B2,3085,1
K1C5B3,3085,1
K1C5B4,3085,1
K1C5B5,3085,1
K1C5B6,3085,1
K1C5B7,3085,1
K1C5B8,3085,1
K1C5B9,3085,1
K1C5C1,3085,1
K1C5C2,3085,1
K1C5C3,3085,1
K1C5C4,3085,1
K1C5C5,3085,1
K1C5C6,3085,1
K1C5C7,3085,1
K1C5C8,3085,1
K1C5C9,3085,1
K1C5E1,3085,1
K1C5E2,3085,1
K1C5E3,3085,1
K1C5E4,3085,1
K1C5E5,3085,1
K1C5E6,3085,1
K1C5E7,3085,1
K1C5E9,3085,1
K1C5G1,3085,1
K1C5G2,3085,1
K1C5G3,3085,1
K1C5G4,3085,1
K1C5G5,3085,1
K1C5G6,3085,1
K1C5G7,3085,1
K1C5G8,3085,1
K1C5G9,3085,1
K1C5H1,3085,1
K1C5H3,3085,1
K1C5H4,3085,1
K1C5H5,3085,1
K1C5H6,3085,1
K1C5H7,3085,1
K1C5H8,3085,1
K1C5H9,3085,1
K1C5J1,3085,1
K1C5J2,3085,1
K1C5J3,3085,1
K1C5J4,3085,1
K1C5J6,3085,1
K1C5J7,3085,1
K1C5J9,3085,1
K1C5K1,3085,1
K1C5K2,3085,1
K1C5K3,3032,1
K1C5K4,3032,1
K1C5K5,3032,1
K1C5K6,3032,1
K1C5K7,3032,1
K1C5K8,3032,1
K1C5L1,3032,1
K1C5L2,3032,1
K1C5L3,3032,1
K1C5L4,3032,1
K1C5L5,3032,1
K1C5L6,3032,1
K1C5L7,3032,1
K1C5L8,3032,1
K1C5L9,3032,1
K1C5M1,3032,1
K1C5M2,3032,1
K1C5M3,3032,1
K1C5M4,3032,1
K1C5M5,3032,1
K1C5M6,3032,1
K1C5M7,3025,1
K1C5M8,3025,1
K1C5M9,3025,1
K1C5N1,3025,1
K1C5N2,3025,1
K1C5N3,3025,1
K1C5N4,3025,1
K1C5N5,3025,1
K1C5N6,3025,1
K1C5N7,3025,1
K1C5N8,3025,1
K1C5N9,3025,1
K1C5P1,3025,1
K1C5P2,3025,1
K1C5P3,3025,1
K1C5P4,3025,1
K1C5P5,3025,1
K1C5P6,3025,1
K1C5P7,3025,1
K1C5P8,3025,1
K1C5P9,3025,1
K1C5R1,3025,1
K1C5R2,3025,1
K1C5R3,3025,1
K1C5R4,3025,1
K1C5R5,3025,1
K1C5R6,3025,1
K1C5R7,3025,1
K1C5R8,3025,1
K1C5R9,3025,1
K1C5S1,3025,1
K1C5S2,3025,1
K1C5S3,3025,1
K1C5S4,3025,1
K1C5S6,3025,1
K1C5S7,3025,1
K1C5S9,3025,1
K1C5T1,3025,1
K1C5T2,3025,1
K1C5T3,3025,1
K1C5T4,3025,1
K1C5T5,3025,1
K1C5T6,3025,1
K1C5T7,3025,1
K1C5T8,3025,1
K1C5T9,3025,1
K1C5V1,3025,1
K1C5V2,3025,1
K1C5V3,3025,1
K1C5V4,3025,1
K1C5V5,3025,1
K1C5V6,3025,1
K1C5V7,3025,1
K1C5V8,3025,1
K1C5V9,3025,1
K1C5W1,3025,1
K1C5W2,3025,1
K1C5W3,3025,1
K1C5W4,3025,1
K1C5W5,3025,1
K1C5W6,3025,1
K1C5W7,3025,1
K1C5W8,3025,1
K1C5W9,3025,1
K1C5X1,3025,1
K1C5X2,3025,1
K1C5X3,3025,1
K1C5X4,3025,1
K1C5X5,3025,1
K1C5X6,3025,1
K1C5X7,3025,1
K1C5X8,3025,1
K1C5X9,3025,1
K1C5Y1,3025,1
K1C5Y2,3025,1
K1C5Y3,3025,1
K1C5Y4,3025,1
K1C5Y5,3025,1
K1C5Y6,3025,1
K1C5Y7,3025,1
K1C5Y8,3025,1
K1C5Y9,3025,1
K1C5Z1,3025,1
K1C5Z2,3025,1
K1C5Z3,3025,1
K1C5Z4,3025,1
K1C5Z5,3025,1
K1C5Z6,3025,1
K1C5Z7,3025,1
K1C5Z8,3025,1
K1C5Z9,3025,1
K1C6A1,3025,1
K1C6A3,3025,1
K1C6A4,3025,1
K1C6A6,3025,1
K1C6A7,3025,1
K1C6A8,3025,1
K1C6A9,3025,1
K1C6B1,3025,1
K1C6B2,3025,1
K1C6B3,3085,1
K1C6B4,3085,1
K1C6B5,3085,1
K1C6B6,3085,1
K1C6B7,3085,1
K1C6B8,3085,1
K1C6B9,3085,1
K1C6C1,3085,1
K1C6C2,3085,1
K1C6C3,3085,1
K1C6C4,3085,1
K1C6C5,3085,1
K1C6C6,3085,1
K1C6C7,3085,1
K1C6C8,3085,1
K1C6C9,3085,1
K1C6E1,3085,1
K1C6E2,3085,1
K1C6E3,3085,1
